Categories,Title,Snippet
Sport, England beat West Indies in third women's T20i to seal series – as it happened,"That’s 3-0 to England with two to play! For West Indies, at least they didn’t lose by 47 runs again. They were in the game for much of the day. It was …"
Sport, Nat Sciver's barrage helps England sink West Indies and clinch T20 series,The first women’s match to be shown on free-to-air television in England since the 1993 World Cup final culminated in the home side winning by 20 runs …
Sport, Exeter show of strength puts them in final and proves too much for Toulouse,Summary: There will be a new name on the Champions Cup this season and on this evidence Exeter will take some knocking from the podium. As Toulouse can testify …
Sport, Saracens era ends in agony as Russell and Imhoff shine for Racing 92,"Saracens were on course for another victory against the odds. They were 15-9 ahead with 16 minutes to go, in control, even though Racing had deployed …"
Politics, Labour takes poll lead as parties see major switch in fortunes,"Labour has recorded its first poll lead since Boris Johnson became prime minister, marking an extraordinary change in fortunes for the two main partie …"
Sport, Serena Williams' passion undimmed as she competes in 19th French Open,"Serena Williams has competed in 18 French Opens and her professional career has spanned 25 years, but as she turned 39 on Saturday, what most stood ou …"
Politics, Boris Johnson faces revolt over forcing through Covid measures,Boris Johnson is facing a massive parliamentary revolt over the way he is imposing Covid-19 restrictions on the British people without first consultin …
Music, Cultural revolutions: how dub reggae’s beats conquered 70s Britain,"Music producer Mad Professor has been mixing dub reggae in his Croydon studio for 35 years. “When dub hits you in the chest you feel it,” he said. “It …"
Sport, Australia beat New Zealand in second women's T20 – as it happened,"Sophie Molineux is player of the match for her 2/17. “Sophie Devine is a world class player so we knew it was a pretty important wicket to get,” she s …"
Politics, Covid’s second coming: how did Britain get back in this mess?,"It is the kind of scene that is now a distant memory in the UK. Some 6,000 miles away, Taipei’s Pawnshop club is crammed every Friday and Saturday eve …"
Sport, Rob Baxter steels Exeter for ultimate peak to cap 10-year journey to the top,It will soon be the 10th anniversary of Exeter’s inaugural trip to France to play the first European away fixture in their history. They still talk ab …
Politics, Tory councillors in revolt over plans to accelerate housebuilding,A growing rebellion among Conservative councillors is threatening government plans to accelerate housebuilding in England with six out of 10 believing …
Politics, Sunak's winter plan is the shadow chancellor's chance to fight back,Summary: The job of shadow chancellor is one of the toughest in politics. Your opponent can call on the full weight of the Treasury and can actually do stuff. …
Sport, Essex win Bob Willis Trophy after holding on to deny Somerset once again,After much toil and little sweat – too cold for that – the Essex players could lay their hands on the Bob Willis Trophy. For the second year in succes …
Politics, Laurence Fox launching political party to 'reclaim' British values,"Summary: The actor Laurence Fox has announced he is launching a political party to “reclaim” British values from politicians, who he says have “lost touch with …"
Sport, Coco Gauff exploits Johanna Konta’s errors to advance in French Open,"One year after her run to the Roland Garros semi-finals, Johanna Konta fell at the first hurdle after a thorough 6-3, 6-3 beating from Coco Gauff, who …"
Politics, Lib Dems vote to push for renewed EU membership in long term,"Summary: The Liberal Democrats have voted to push for renewed UK membership of the European Union, but only as “a longer-term objective”, as the party used its …"
Sport, NFL great Joe Montana and wife Jennifer save grandchild from kidnapping,Summary: It appears that NFL hall of famer Joe Montana is a crimefighter as well as the winner of four Super Bowls. The former San Francisco 49ers quarterback …
Politics, Business leaders urge UK government to avoid no-deal Brexit,Business leaders have heaped pressure on the government to agree a last-minute Brexit trade deal after a survey showed that more than three-quarters b …
Sport, For years the Seahawks didn't trust Russell Wilson's brilliance. Why?,"If you didn’t know better, you might think Russell Wilson was a bright, new sensation able to air the ball out with precision and ease throughout a ga …"
Sport, Talking Horses: racing urges workers with Covid-19 to come forward,"Summary: Racing’s ruling body is aware of possible Covid-19 cases in the sport’s workforce and issued a plea for anyone affected to come forward immediately, t …"
Music, Heart Shaped Music Box? Mariah Carey reveals secret 90s grunge project,"With her immaculate, glamorous image, Mariah Carey is the last person you’d expect to don a plaid shirt, ripped denim and mope over a squall of electr …"
Politics," Parliament's bars will not serve alcohol after 10pm, Commons confirms","Alcohol will not be served after 10pm in parliament in an apparent U-turn, after it emerged that Commons bars would be exempt from strict early closin …"
Politics," Brexit: UK risks being flooded with cheaply produced food, EU warns","The UK will be flooded with cheaply produced food should it lower its regulatory standards after Brexit, Brussels has warned, echoing a new animal and …"
Politics," UK coronavirus: all household mixing indoors in north-east England to be illegal, says Hancock – as it happened","Matt Hancock, the health secretary, has said a legal ban on visiting other people at home will be introduced in parts of the north-east of England. (S …"
Politics, Lockdown tightened in north-east England as Covid-19 infections rise,"Nearly 2 million people in north-east England face being fined up to £6,400 if they mix with other households indoors in a significant extension of th …"
Sport, Serena Williams finds form to overcome Kristie Ahn challenge at French Open,"Across the tennis landscape, upstarts are tweaking the noses of their betters. On day two of the 2020 French Open, it briefly was the turn of the thre …"
Politics, There may be a Covid crisis but Westminster still finds time to waste,You might have thought the Commons would have wanted to debate the growing number of university students who appear to have been banged up in self-iso …
Sport, England beat West Indies by 44 runs in fourth women's T20 – as it happened,"Taylor says she’ll need more reflection sitting down in her room, the batting not coming to the party, and the bowling failing in the last five. Knigh …"
Music, 'I need to spread love with the gifts God gave me': funk master Steve Arrington returns,"Yellow Springs, Ohio, is buzzing, despite it being a weekday afternoon in a pandemic. When Steve Arrington and I meet at a cafe on the town’s main str …"
Music, Music is an act of communication. Without anyone listening it doesn't exist,"After seven months of musical silence, I feel very fortunate to be giving a public concert this week with the BBC Scottish Symphony Orchestra. The aud …"
Sport, Talking Horses: Enable is new Arc favourite as rain prompts shake-up,"Enable is the new favourite for Sunday’s Prix de l’Arc de Triomphe, when she will try to make history by becoming the first to win the famous race thr …"
Sport, Somerset v Essex was a final that evoked their glory days of the 80s,"The two best teams in county cricket battled for the Bob Willis Trophy at Lord’s. Despite the absence of spectators it was an earnest, engaging contes …"
Sport, Amnesty lambasts 'irony' of Ladies European Tour events in Saudi Arabia,Amnesty International has voiced deep concern after the Ladies European Tour announced it will stage two events in Saudi Arabia in November. The LET i …
Politics, Is Boris Johnson really 'fit as a butcher's dog'?,"He faces angry Conservative backbenchers, a resurgent opposition and struggled on Tuesday to clarify his own government’s lockdown rules, yet Boris Jo …"
Politics, Williamson sets out plan to allow students in England home for Christmas,"Some students in England would need to self-isolate and their classes be shifted online in order to return home for Christmas, the education secretary …"
Politics, A game of two halves: MPs heal in-house football team dispute,"Summary: While the nation battles the fallout from the Covid-19 pandemic, some parliamentarians have been preoccupied with a crisis of their own – who runs the …"
Sport, Mick Schumacher to make F1 practice debut at Eifel GP in Germany,"Michael Schumacher’s son, Mick, will take part in his first Formula One race weekend at the Eifel Grand Prix in Germany next week. The 21-year-old wil …"
Music, Tommy DeVito obituary,"No As a founding member of the US vocal quartet the Four Seasons, Tommy DeVito, who has died aged 92 of Covid 19, made history by being in the first g …"
Politics, Boris's speech was designed as a quick win. Then he opened his mouth,"Summary: It’s been a tricky few months for Boris Johnson. Just about every time he has been allowed out in public – be it for prime minister’s questions, his a …"
Sport, Wallabies' generosity cannot mask depth of Rugby Australia's financial hole,"Summary: Rugby Australia has moved to ring-fence key Wallabies in its latest interim pay deal with the players, but it is hardly an equitable arrangement for t …"
Sport, Pat Lam happy for Bristol's England players to miss 11 Premiership games,Summary: The new Premiership season will start on 20 November when Exeter visit Harlequins but England players are unlikely to feature in more than three of th …
Politics, Brexit: controversial internal market bill passes final Commons hurdle — as it happened,"That’s it for tonight, after another tumultuous evening in the House of Commons. To recap, MPs voted 340 to 256, majority 84, in favour of the United …"
Sport, Essex captain Tom Westley apologises for team's Lord's celebrations,"The Essex captain, Tom Westley, has apologised on behalf of his team following the celebrations at Lord’s during which alcohol was poured over a young …"
Sport, Talking Horses: Paul Nicholls has huge team despite Covid cutbacks,"Summary: Amid all the Covid-related talk of racehorse owners cutting back and getting out of the game, Paul Nicholls’s stable is bucking the trend. New boxes h …"
Politics, Priti Patel looked at idea of sending asylum seekers to South Atlantic,A Whitehall brainstorming session prompted by Priti Patel led to the idea being floated of sending asylum seekers to a volcanic island in the South At …
Sport, What led me to buy the gigantic blue Batmobile from the 1991 AFL grand final,"What? Why? To the uninitiated, these were the perfectly natural questions asked when it became apparent that I was going to assemble a group of people …"
Music," Helen Reddy, Australian singer of feminist anthem I Am Woman, dies aged 78","Helen Reddy, the Australian singer best known for her anthemic 1972 hit I Am Woman, has died at 78. Reddy had been diagnosed with dementia in 2015 and …"
Sport, New Zealand beat Australia in third women's Twenty20 international – as it happened,"That’s it from me. An important win from New Zealand, successfully getting to the finish line against the world champions. It wasn’t the most clinical …"
Politics, Brexit: internal market bill passed by Commons despite Tory concerns,"A controversial government Brexit bill that breaches international law has safely passed its final House of Commons hurdle, despite continued serious …"
Music," Bob Mould, alt-rock's gay icon, takes on American evil: 'My head's on fire!'","It’s been a fortnight since Bob Mould could open his windows. “The air is pretty toxic,” he reports from his home in San Francisco, as the California …"
Sport, Brailsford confident Geraint Thomas can bounce Ineos back at Giro d'Italia,"Geraint Thomas is a true champion who is “up for the fight” of winning this year’s Giro d’Italia when it starts on Saturday, a bullish Sir Dave Brails …"
Music, Schubert: where to start with his music,"He composed more than 600 songs – taking the art of writing German Lieder to a new plane – as well as seven completed symphonies, chamber music and pi …"
Politics, Keir Starmer accuses Boris Johnson of abandoning people with 'viable' jobs,"Summary: Keir Starmer has accused the government of abandoning people with “viable” jobs by refusing proper support during continued lockdown restrictions, as …"
Politics, Westminster's links to Britain's slave trade revealed in art survey,"More than 200 works of art that adorn the plinths and corridors of Westminster have links to the transatlantic slave trade, a review conducted in ligh …"
Sport, Jamie Murray wants LTA to think long-term after French Open failures,"The state of British tennis is not a geographical place but an island of despond for those weary of serial failure, and wet, grey Paris has provided a …"
Sport, British Gymnastics launches fresh investigation after Tinkler releases email,Summary: British Gymnastics has begun another investigation after the Rio Olympic bronze medallist Amy Tinkler alleged that a senior coach had used the phrase …
Music, Helen Reddy obituary,"Summary: Every social movement has its definitive song, and feminism got its anthem in 1972, when the Australian singer Helen Reddy released the single I Am Wo …"
Politics, Britain offers EU fishing concession as part of Brexit sweetener,Britain has offered a three-year transition period for European fishing fleets to allow them to prepare for the post-Brexit changes as part of an 11th …
Sport, Giles praises England players' pay realism as Bairstow drops off red-ball list,Ashley Giles insisted England’s cricketers are not blind to the financial uncertainty facing the sport after the latest batch of men’s central contrac …
Sport," 'When she speaks, you listen': Cricket Australia braces for loss of Belinda Clark","On International Women’s Day this year, 86,174 people packed into the MCG to watch a game of women’s cricket, something unimaginable during Belinda Cl …"
Sport, Eliud Kipchoge denies platform Nike shoes violate the spirit of sport,"Eliud Kipchoge has rejected suggestions that the next generation of game-changing Nike shoes violate the spirit of sport, even though he has conceded …"
Politics," Battered, bloodshot Boris is no longer the star of his own show","Summary: Like most narcissists, Boris Johnson is unable to conceive of other people having an independent existence. Rather, they are mere satellites orbiting …"
Politics, Keir Starmer: pupils should learn more black British history,"Summary: The Labour leader, Keir Starmer, is to call for schoolchildren to be taught more about Britain’s black history, to help them reach “a full understandi …"
Sport, Talking Horses: Nathan Evans faces lengthy suspension over test,"The jockey Nathan Evans has tested positive for a banned substance, understood to be a metabolite of cocaine, and is facing a lengthy suspension as a …"
Music," AC/DC reunite, featuring three former members","AC/DC have announced a reunion, featuring members who had left the classic rock band in recent years. A new post on their Instagram account depicts vo …"
Sport," Cinematic cycling scenery, bobsleigh and memories of Dean Jones",1) Leeds face Manchester City in the Premier League on Saturday in the clubs’ first top-flight meeting since 2004. But let’s go back further in time t …
Music, Horse Meat Disco: 'A naked clubber became our mascot. He had his cigarettes in his socks',"Every club night has its defining “were you there?” moment and, for Horse Meat Disco (HMD), it was Kate Bush and a lot of dry ice on New Year’s Day 20 …"
Music, I Will Walk With My Love review – gifted soprano finds depth and dancing in folk-classical debut,"Summary: At a time when many opera singers are out of work and chances to hear the full-throttle human voice in all its glory are few, a new recital disc as go …"
Music, Elvis Costello's teenage obsessions: 'I had a massive crush on Judi Dench in 1966',"Talking to a Stranger My view of the world was coloured by the fact that my parents separated, and I used to go to the movies – the pictures as we cal …"
Politics, Boris's Brexit and Covid incompetence spreads to infect asylum policy,For obvious reasons it has been coronavirus and Brexit that have been dominating the news agenda in recent months. But No 10 has been getting concerne …
Sport, Racing 92 players test positive for Covid-19 two weeks before European final,Racing 92’s preparations for European Champions Cup final against Exeter on 17 October have been thrown into turmoil following reports in France that …
Politics, Brexit: EU launches legal action against UK for breaching withdrawal agreement,The EU has launched legal action against the UK after Boris Johnson failed to respond to Brussels’ demand that he drop legislation that would overwrit …
Sport, Mitchelton-Scott seek elusive Giro d'Italia win with Simon Yates gunning for pink,"For Matt White, chief sports director of Australian cycling team Mitchelton-Scott, the Giro d’Italia is more than just a bike race. The Italian Grand …"
Sport, Jelena Ostapenko rediscovers form to stun Karolina Pliskova at French Open,Jelena Ostapenko arrived at the French Open with one of the most peculiar tournament records any player will ever attain. Of the five times she had co …
Politics, UK coronavirus: Poland and Turkey added to England's quarantine list; Starmer urges rethink of 10pm closing – as it happened,"Sir Keir Starmer has called for a rethink of the compulsory 10pm closing time for pubs (see 4.09pm), as growing numbers of Tory MPs have also expresse …"
Music, Elton John voices support for face masks after being accused of breaking rules,Elton John’s spokesperson has said the singer is “fully supportive of wearing a mask in public” after he was accused of flouting face mask rules durin …
Politics," Legalise e-scooters in UK as alternative to short car trips, MPs say",MPs have called on the government to legalise e-scooters in the UK and advertise them to car drivers as a greener alternative for short journeys. The …
Sport," Burgess stands down as police, NRL investigate 'very serious' allegations against ex-Rabbitohs star",Summary: New South Wales police and the NRL’s integrity unit are investigating “very serious” allegations against the South Sydney Rabbitohs and the club’s for …
Politics, Home Office moved Covid-affected asylum seekers against orders,The Home Office moved dozens of asylum seekers involved in a Covid outbreak more than 120 miles despite an enforcement order saying they should remain …
Sport, Yates and Thomas the favourites as Giro follows fast on heels of the Tour,"In the rejigged 2020 cycling season, Grand Tours have become like buses. You wait ages and then two or three turn up, each one right behind the others …"
Music, Blackpink: The Album review – brilliance from the world's biggest girl band,"Summary: In some benighted corners of the internet, the big news a couple of weeks ago was the latest battle in the ongoing war between fans of South Korean bo …"
Sport, Chess: Carlsen wins with 1 f3 as Play Magnus raises $42m in Oslo listing,"Magnus Carlsen has won yet another speed chess final, defeating Wesley So 5.5-3.5 after the world champion won the first game with the bizarre opening …"
Music, Snowdrops: Volutes review – musical studies from the edge of humanity,"Summary: While working as a radio operator during the first world war, Maurice Martenot became fascinated by the pure sine waves that were accidentally produce …"
Music, Working Men's Club review – synthpop of every stripe on outstanding debut LP,The Golden Lion pub in Todmorden gives locals the chance to meet and talk about the high number of UFO sightings in the isolated West Yorkshire town. …
Music, RLPO/Petrenko review – maximum impact for bold start to virtual season,The Royal Liverpool Philharmonic’s autumn season in its home base is a mixture of online-only performances and concerts with socially distanced audien …
Music, Why Radiohead are the Blackest white band of our times,"Ask anyone who is the Blackest white rock band to emerge over the past 30 years, and my hunch is that few would say Radiohead. The hypnotically wonky …"
Music," Tracks of the week reviewed: Sam Smith, James Blake, Justin Bieber",Sam Smith Diamonds Diamonds is told from inside an acrimonious breakup: the messy enmeshing of love and finances. “Take all the money you want from me …
Music, Classical highlights for the week ahead: 2 to 9 October,Elias Quartet Leamington Music returns in a new venue. Beethoven is the common denominator between the Elias Quartet’s two programmes: in their late a …
Sport," 'Hawaii, Bristol, it's just as fun': world's top adaptive surfers take to The Wave","Summary: The rain pelted down and the wind swept in but Bruno Hansen, one of the world’s leading adaptive surfers, didn’t mind a bit. After his training sessio …"
Politics, Von der Leyen  says parts of Brexit talks 'completely open' ahead of showdown,Ursula von der Leyen has described the most difficult parts of the Brexit negotiation as remaining “completely open” but backed an intensification of …
Politics, Priti Patel bullying inquiry delay 'eroding trust' within Whitehall,"The home secretary, Priti Patel, is under pressure on multiple fronts following a claim that Boris Johnson’s failure to conclude a seven-month bullyin …"
Sport, Honda stun F1 and Red Bull by saying 2021 season will be their last,"Honda, which supplies engines to Red Bull and AlphaTauri, has announced it is to pull out of Formula One at the end of 2021 in a major shock which car …"
Sport, Kenenisa Bekele withdraws from London Marathon with calf injury,The hugely anticipated contest between Kenenisa Bekele and Eliud Kipchoge at Sunday’s 40th London Marathon is off after Bekele pulled out on Friday af …
Politics," UK coronavirus: 770 Northumbria University students test positive; nearly 7,000 new cases overall - as it happened","We’re closing this live blog. For more coronavirus updates from around the world, head over to our global live blog: For the latest on Donald Trump’s …"
Politics, Is there still time for a Brexit trade deal?,This week the last scheduled talks were held between EU and UK negotiators on a Brexit trade and security deal. Only 90 days remain until the end of t …
Politics, From Cummings to Ferrier: politicians who flouted Covid guidance,"Margaret Ferrier’s Covid-19 weekend breached so many regulations, it is hard to find one the SNP MP abided by. She joins myriad world leaders and othe …"
Politics, Police investigate Margaret Ferrier as MP defies calls to step down,"Margaret Ferrier, the MP who broke Covid rules, clung to her position throughout Friday despite vociferous calls to quit from the SNP leader, Nicola S …"
Sport, Simona Halep piles on pressure to set up fourth-round meeting with Iga Swiatek,There was a hint of change in the damp Parisian air when only 13 of 32 seeds reached the third round of the French Open – the smallest percentage at a …
Politics, Shadow chancellor calls on ministers to fulfil pledge on money laundering,"Summary: The shadow chancellor, Anneliese Dodds, is calling for the government to introduce a long-promised register of foreign owners of UK properties, to pre …"
Sport, How the Indian Premier League clean bowled English T20 cricket,"The weather forecast for Birmingham this weekend isn’t messing about. Usually weather in this country is described in gentle language, using words suc …"
Sport, London Marathon hopes to retain spirit in park laps and virtual runs,"For almost 40 years it has become a familiar sight on the streets of the nation’s capital: a joyous and sweaty caravan of elite and everyday runners, …"
Politics, Boris Johnson to set fishing ultimatum in crunch EU summit,"Boris Johnson will demand that the increasingly isolated French president, Emmanuel Macron, caves in to UK demands on fishing as the price for a trade …"
Sport, ‘Never shoot with a wonky pea!’: meet the alternative world champions,"Summary: Sally Redman-Davies, peashooting world champion, 2018 and 2019 Two years ago, I found myself on the village green in Witcham in Cambridgeshire. It was …"
Politics, Conservatives to open HQ in Leeds,The Conservative party is to open a new campaign headquarters in Leeds in an attempt to deliver for the former “red wall” areas that helped vote Boris …
Sport, AFL 2020 elimination final: Magpies edge Eagles in thriller – as it happened,"A truly memorable game of finals football that went Collingwood’s way. But in truth neither side deserved to lose. The match ebbed and flowed, with le …"
Music, One to watch: Wesley Joseph,"Since emerging earlier this year with his self-produced debut single, the skittering, jazz-flecked Imaginary Friends, 23-year-old rapper-singer Wesley …"
Politics, Tories' virtual party conference suffers access glitch,Activists and observers were temporarily unable to log into the virtual Tory party conference on Saturday. The problem occurred while the Cabinet Offi …
Music, Diana Krall: This Dream of You review – second to none,"The song is But Beautiful. Diana Krall sings the first chorus and then comes a guitar solo. As it begins, a string orchestra joins in, playing the mel …"
Politics, Johnson and Von der Leyen extend Brexit talks by a month,Boris Johnson and Ursula von der Leyen have approved a further month of Brexit negotiations after agreeing that enough progress has been made to justi …
Sport, Cam Newton tests positive for Covid-19 as NFL moves Patriots-Chiefs game,New England Patriots quarterback Cam Newton has tested positive for Covid-19 and will not play in the team’s Week 4 game against the Kansas City Chief …
Sport, 'There's a strong bond between us': the runners who've never missed a London Marathon,"It is more than two decades since Ken Jones nearly lost his record of finishing every London Marathon, but the 87-year-old still has flashbacks. “In 1 …"
Politics, Keir Starmer: Boris Johnson has ‘lost control’ of Covid-19 pandemic,"Boris Johnson has “lost control” of the fight against Covid-19 and has no clear strategy for defeating the virus, the Labour leader, Keir Starmer, say …"
Music, How a TV baseball movie inspired late Lennon love song,"A month before he was shot dead in December 1980, John Lennon recorded the song Grow Old With Me, its lyrics drawn from a Robert Browning poem. Inspir …"
Sport, NRL 2020 finals week one: Rabbitohs crush Knights - as it happened,"Well, that was an odd game of footy, especially for a final. You sit down expecting a tense arm-wrestle between two well-drilled units and you end up …"
Music, Blue Note Re:imagined – a rollercoaster tribute,"Jazz players frequently hold hands across the generations. This 16-track compilation finds today’s youthful, often London-based renaissance in dialogu …"
Politics, Conservatives turn on Boris Johnson over handling of UK Covid crisis,"Boris Johnson’s reputation among Conservative members has plunged to a record low, it has emerged, as the party enters its annual conference facing ac …"
Music, Jónsi: Shiver review – ethereal steel for strange times,"Twenty-six years into an experimental career where he’s still generally thought of as the indie boy Enya, Jónsi Birgisson has recruited a 30-year-old …"
Music," Less hotel, more gentrified flophouse: The Albion Rooms, Margate – review","At some point we’re going to have to confront the idea of whether the Libertines’ new venture The Albion Rooms is a hotel or not, so we may as well do …"
Music, A Journey Through the Rake’s Progress review – whistle-stop tour of Stravinsky,"Summary: Who knows – this potted version of The Rake’s Progress, produced by Blackheath Halls Opera, might just start a fashion for similarly abbreviated onlin …"
Music, Music festivals plan for phased return in 2021 after Covid wipeout,"Summary: Thermo scanners, interactive wristbands that vibrate to mark a lack of social distancing, and rapid on-site testing are all being considered by music …"
Music, Melanie C: Melanie C review – a genuine statement,"Pop stars love to say they’re finally “the real me”, although the declaration often straddles some pretty generic music. Melanie C’s eighth album feel …"
Politics, UK coronavirus: PM says situation will be 'bumpy' to Christmas; Scotland's Covid hospital cases double in a week – as it happened,"Boris Johnson has admitted the UK public are furious at the continued coronavirus restrictions, but said scientific advice suggested a vaccine or mass …"
Sport, Sottsass wins Prix de l'Arc de Triomphe as Enable fades – as it happened,So au revoir to Paris for another year. Maybe next year the British punters who usually flood the place and create the great atmosphere at Longchamp f …
Politics," Military will help distribute Covid-19 vaccine, says Hancock","The UK’s military will be involved in the distribution of a coronavirus vaccine, Matt Hancock has told the virtual Conservative party conference. The …"
Sport," French Open: Zverev and Halep out, Nadal and Thiem go through – as it happened","Here is Kevin Mitchell’s report from earlier on. Tumaini Carayol’s verdict on the men’s draw will be online soon. So, Thiem gets the job done in five …"
Politics, What are the three proposed tiers of local lockdown for England?,A leaked document has revealed plans for three tiers of local lockdown measures in England to curb the spread of coronavirus and reduce confusion caus …
Politics," New jobs coaches will help people back to work, says Rishi Sunak","Thousands of work coaches will be hired under a new government employment programme to help those who have lost their jobs during the pandemic, amid f …"
Sport, Jalen Ramsey and Golden Tate brawl after tension over wide receiver's sister,"What had been a routine, if dull, win for the Los Angeles Rams against the New York Giants was shaken up when Jalen Ramsey and Golden Tate brawled aft …"
Sport, AFL season springs to life after pulsating opening week of finals,"Summary: AFL football is dead. If not dead, then on life support. This is what we’ve been led to believe in a season sans precedent. It is not the barrow pushe …"
Sport, Australia beat New Zealand in second women's one-day international – as it happened,"Sophie Devine speaks. She’s proud of her team, not least of how her bowlers responded the injury of Lea Tahuhu early on. “Lanning was just too good,” …"
Sport, Receivers throwing TDs? Unstoppable defenders? Meet the all-new Browns,"No matter how much they tried to give it away in the fourth quarter, the Cleveland Browns left Dallas with what felt like a season-defining 49-38 win. …"
Music," Pillow Queens: 2020's most exciting indie-rockers on Catholicism, coming out and community","When I meet Dublin band Pillow Queens in a pub and pizza place in the city in August, the conversation ranges from the city’s housing crisis to the ca …"
Music, Wigmore Hall announce lockdown commissions: 'we want new voices',Summary: The Wigmore Hall today announces a search for new voices to offer their perspective on this extraordinary year. The central London concert hall is lau …
Politics, Priti Patel faces tribunal questioning over alleged bullying,Summary: Priti Patel is facing the possibility of being questioned before a 10-day employment tribunal hearing next September after lawyers for her former perm …
Politics," UK coronavirus: only half of positive cases in testing error have been reached, says Hancock – as it happened","Ministers have been accused of “putting lives at risk” through data failures which led to nearly 16,000 coronavirus cases going unreported in England, …"
Politics, ‘There should be fines’: east London shoppers on mask law,"In some of Barking’s busiest shops on Monday, dozens of customers browsed the aisles maskless and unchallenged. Even some security guards – who are be …"
Politics, Row after London council is warned off enforcing mask rules in shops,Ministers have been accused of putting the high street above public health after the business department warned council leaders against enforcing mask …
Politics," No-deal Brexit risks violence in Northern Ireland, MPs warn MI5",MI5 cannot afford to cut resources devoted to countering terrorism in Northern Ireland because of the risk of a rise in violence in the event of a har …
Politics," NHS races to reach 50,000 Covid contacts missed in data blunder","Contact tracers are scrambling to reach up to 50,000 people who should be self-isolating after ministers were accused of “putting lives at risk” with …"
Sport, Worcester Warriors raise prospect of boycotting controversial Sale Sharks tie,"Summary: Sale’s postponed Premiership match on Wednesday has been cast into further doubt after Worcester’s director of rugby, Alan Solomons, revealed his side …"
Sport, Talking Horses: BHA offer fast-track dope tests for Newmarket runners,Summary: The British Horseracing Authority said on Monday that trainers with runners at the valuable Future Champions meeting at Newmarket this weekend will be …
Politics, Commons rebellions expected at votes on curfew and rule of six,"MPs could signal growing discontent with the government’s coronavirus restrictions at key votes on the regulations this week, amid growing calls for t …"
Politics," Covid: how Excel may have caused loss of 16,000 test results in England","A million-row limit on Microsoft’s Excel spreadsheet software may have led to Public Health England misplacing nearly 16,000 Covid test results, it is …"
Music, Total legend: does Mariah Carey really not ‘do stairs’?,"Last week Mariah Carey finally released her long-awaited memoir, The Meaning of Mariah Carey (unfortunately she used the better title, Memoirs of an I …"
Music, Plagiarism case over Led Zeppelin's Stairway to Heaven finally ends,"Summary: Led Zeppelin have prevailed in a long-standing copyright battle over their signature song, Stairway to Heaven. The US supreme court has declined to he …"
Music, 'You're left to rot if you speak up': the abuse faced by female roadies,Sandwich-maker. Foot-rubber. Mother. Eye candy. Enabler. Subordinate. Weakling. Women and non-binary (NB) touring crew members have heard it all while …
Sport, 'Everyone loved him': Jason Gillespie leaves England as a national treasure,"On 4 October, Jason Gillespie planted a tweet – a memoji and the words “England – it’s been a pleasure”. After three years coaching at Sussex, a spell …"
Sport, Bill O'Brien: how one man fashioned the Texans in his own hellish image,Summary: It is a testament to the job that Bill O’Brien did with the Texans that the firing of a head coach/general manager who led his franchise to four divis …
Politics, What did Boris Johnson's conference speech really mean?,"Boris Johnson’s speech at Conservative conference drew on a number of themes, and was as notable for what it did not talk about as what it did. Here w …"
Politics, MI5 bill prompts rebellion by 20 Labour MPs against Starmer,Summary: A total of 20 Labour MPs rebelled against the party leadership at the second reading of a bill confirming MI5’s right to let informants commit crimes …
Politics, Johnson does the Tory conference shuffle but misses his audience,"Boris Johnson’s Tory predecessors tried to add pizzazz to their conference speeches by declaiming them while striding up and down without notes, or in …"
Music," Mallrat, Powderfinger, Flowerkid and Cry Club: Australia's best new music for October","Summary: Powderfinger – Day By Day For fans of: Powderfinger! Like Bernard Fanning’s happiness, Powderfinger have spent this year slowly creeping back (into th …"
Politics," UK coronavirus: daily UK Covid cases continue to soar, rising by almost 2,000 to 14,542 – as it happened","Summary: Coronavirus cases are continuing to soar, with today’s figures showing the UK total at 14,542 - almost 2,000 more than yesterday and a new daily high. …"
Sport," Former Team Sky doctor destroyed laptop before handing it to experts, tribunal told",The former British Cycling and Team Sky doctor Richard Freeman destroyed a laptop with “a screwdriver or blunt instrument” before handing it to forens …
Politics, Brexit drives government consultancy fees to £450m in three years,Summary: The scale of the government’s reliance on management consultants has been laid bare as analysis shows that spending with eight top firms has risen by …
Sport," French Open 2020: Schwartzman beats Thiem, Podoroska shocks Svitolina – as it happened","Some news, courtesy of Tumaini Carayol: Iga Swiatek and Martina Trevisan are now getting under way, as the clock ticks past 9pm, and there’s still Raf …"
Sport, Talking Horses: 'wonky' Attraction wins again as colts sell for millions,"Summary: The mighty mare Attraction, whose wonky legs made her unsellable but never stopped her on the track, enjoyed the latest victory of her long career on …"
Politics, How to curb a consultancy addiction - and love employees,"The new analysis of government invoices may well confirm the fears of Lord Agnew, the civil service minister who last week called for senior civil ser …"
Politics," Planning changes would drastically cut affordable homes, councils say",Summary: Close to half of affordable homes in some of the most expensive areas of England will not be built if ministers proceed with changes to the planning s …
Politics, Taxpayers face losing up to £26bn on Covid-19 business loans,Taxpayers stand to lose up to £26bn on the government’s most popular Covid-19 business loan scheme because of fraud or an inability to repay the money …
Music, Debussy: where to start with his music,"Summary: It was a description he always rejected, but Claude Debussy (1862-1918) is often thought of as an impressionist, a musical equivalent to Monet or Reno …"
Music, Cardi B apologises for supporting Armenia fundraiser after backlash,"She has taken on fellow pop stars Nicki Minaj, Miley Cyrus and Azealia Banks in high-profile feuds. But confrontational rapper Cardi B is backing down …"
